home_goals,away_goals,home_shots,away_shots,home_xg,away_xg,home_possession,run,home_pressing,away_pressing,fatigue_model
0,0,3,1,0.118416,0.039296,0.4666666666666667,358,high,low,linear
0,1,3,3,0.112296,0.11788799999999999,0.4111111111111111,359,high,low,linear
0,0,0,6,0.0,0.23494400000000001,0.35555555555555557,360,high,low,linear
0,0,4,1,0.15416799999999997,0.039264,0.7222222222222222,361,high,low,linear
0,0,0,4,0.0,0.155584,0.4111111111111111,362,high,low,linear
0,0,5,2,0.184592,0.07824,0.7444444444444445,363,high,low,linear
0,0,1,5,0.037984000000000004,0.19756800000000002,0.3,364,high,low,linear
0,1,3,3,0.11654400000000001,0.117184,0.6111111111111112,365,high,low,linear
0,0,3,2,0.10624799999999998,0.07888,0.7111111111111111,366,high,low,linear
1,0,8,2,0.29292799999999997,0.078176,0.6666666666666666,367,high,low,linear
0,0,6,1,0.223296,0.039968,0.8,368,high,low,linear
0,0,0,4,0.0,0.15727999999999998,0.25555555555555554,369,high,low,linear
0,0,2,3,0.07496,0.118048,0.28888888888888886,370,high,low,linear
0,0,5,4,0.189776,0.15782400000000002,0.5777777777777777,371,high,low,linear
1,0,5,4,0.18437599999999998,0.156576,0.3333333333333333,372,high,low,linear
0,0,3,4,0.111288,0.155296,0.3111111111111111,373,high,low,linear
0,0,0,3,0.0,0.117824,0.5333333333333333,374,high,low,linear
1,0,3,4,0.109704,0.157024,0.28888888888888886,375,high,low,linear
0,0,2,3,0.078416,0.11904,0.5444444444444444,376,high,low,linear
0,0,2,0,0.079352,0.0,0.45555555555555555,377,high,low,linear
0,0,5,0,0.188408,0.0,0.5666666666666667,378,high,low,linear
0,0,0,4,0.0,0.15651199999999998,0.5555555555555556,379,high,low,linear
0,0,0,3,0.0,0.117504,0.37777777777777777,380,high,low,linear
0,0,5,9,0.186464,0.350752,0.35555555555555557,381,high,low,linear
0,1,3,4,0.11416799999999999,0.157248,0.5333333333333333,382,high,low,linear
0,0,1,2,0.037696,0.078848,0.4222222222222222,383,high,low,linear
0,0,3,0,0.11171999999999999,0.0,0.6333333333333333,384,high,low,linear
0,0,5,1,0.182144,0.039776,0.7222222222222222,385,high,low,linear
0,0,5,5,0.185888,0.19632,0.6111111111111112,386,high,low,linear
0,0,5,1,0.18545599999999995,0.039008,0.6111111111111112,387,high,low,linear
0,0,1,3,0.035824,0.117824,0.4222222222222222,388,high,low,linear
0,0,1,6,0.035032,0.23647999999999997,0.25555555555555554,389,high,low,linear
1,0,5,2,0.190568,0.077408,0.6888888888888889,390,high,low,linear
0,0,0,5,0.0,0.198016,0.4222222222222222,391,high,low,linear
0,0,4,3,0.15301599999999999,0.116128,0.6555555555555556,392,high,low,linear
0,0,0,3,0.0,0.11852800000000002,0.3111111111111111,393,high,low,linear
0,0,8,0,0.305528,0.0,0.7333333333333333,394,high,low,linear
0,0,2,2,0.07431199999999999,0.07932800000000001,0.5666666666666667,395,high,low,linear
0,0,2,2,0.073304,0.07910400000000001,0.43333333333333335,396,high,low,linear
0,1,4,4,0.153376,0.15734399999999998,0.4111111111111111,397,high,low,linear
1,0,3,4,0.11207999999999999,0.15817599999999998,0.5888888888888889,398,high,low,linear
0,0,2,1,0.07496,0.039456,0.6,399,high,low,linear
0,0,1,10,0.03892,0.39222399999999996,0.4222222222222222,400,high,low,linear
0,2,1,7,0.038704,0.27552,0.43333333333333335,401,high,low,linear
0,0,4,1,0.150568,0.038976,0.5888888888888889,402,high,low,linear
0,0,3,3,0.11589600000000001,0.118432,0.5333333333333333,403,high,low,linear
0,0,8,3,0.29681599999999997,0.11766399999999999,0.7,404,high,low,linear
0,0,3,3,0.11402399999999999,0.11865600000000001,0.6333333333333333,405,high,low,linear
1,0,4,5,0.147472,0.198304,0.43333333333333335,406,high,low,linear
0,0,7,2,0.26783199999999996,0.077888,0.7555555555555555,407,high,low,linear
0,0,2,1,0.075032,0.038688,0.6888888888888889,408,high,low,linear
0,0,1,5,0.035607999999999994,0.196096,0.2,409,high,low,linear
1,1,3,2,0.11424,0.07772799999999999,0.5222222222222223,410,high,low,linear
1,0,8,4,0.297032,0.15728000000000003,0.5444444444444444,411,high,low,linear
0,1,1,2,0.037984000000000004,0.07910400000000001,0.4444444444444444,412,high,low,linear
0,0,2,0,0.07323199999999999,0.0,0.5,413,high,low,linear
0,0,2,3,0.073808,0.11776,0.45555555555555555,414,high,low,linear
0,0,2,5,0.07467199999999999,0.19718400000000003,0.25555555555555554,415,high,low,linear
0,0,2,1,0.07503199999999999,0.039232,0.4444444444444444,416,high,low,linear
0,0,2,6,0.077048,0.236064,0.3888888888888889,417,high,low,linear
0,0,3,5,0.10797599999999999,0.19744,0.5,418,high,low,linear
1,0,9,1,0.33696000000000004,0.03984,0.8222222222222222,419,high,low,linear
0,0,6,0,0.221496,0.0,0.6333333333333333,420,high,low,linear
0,0,2,1,0.07712,0.039424,0.43333333333333335,421,high,low,linear
0,1,5,4,0.18811999999999998,0.15766400000000003,0.6333333333333333,422,high,low,linear
0,0,0,2,0.0,0.079168,0.4444444444444444,423,high,low,linear
0,0,1,2,0.038632,0.079296,0.4222222222222222,424,high,low,linear
0,0,3,2,0.112584,0.07763199999999999,0.7555555555555555,425,high,low,linear
0,0,4,2,0.15172,0.079456,0.5444444444444444,426,high,low,linear
0,0,0,1,0.0,0.039872000000000005,0.5666666666666667,427,high,low,linear
0,0,0,5,0.0,0.195136,0.32222222222222224,428,high,low,linear
0,1,1,7,0.037767999999999996,0.27296,0.37777777777777777,429,high,low,linear
0,0,4,2,0.15085600000000002,0.079264,0.6,430,high,low,linear
0,0,2,7,0.07092799999999999,0.2752,0.4222222222222222,431,high,low,linear
0,0,3,3,0.11157600000000001,0.117408,0.7,432,high,low,linear
0,0,2,4,0.078848,0.155296,0.6111111111111112,433,high,low,linear
0,0,6,3,0.226896,0.117312,0.5222222222222223,434,high,low,linear
0,0,6,4,0.224016,0.156736,0.5888888888888889,435,high,low,linear
0,1,2,1,0.072512,0.03888,0.5555555555555556,436,high,low,linear
0,0,4,1,0.146248,0.038815999999999996,0.5888888888888889,437,high,low,linear
0,0,1,1,0.036112,0.03888,0.4111111111111111,438,high,low,linear
0,0,2,5,0.07467199999999999,0.19599999999999998,0.4666666666666667,439,high,low,linear
1,1,7,3,0.269128,0.11712,0.7666666666666667,440,high,low,linear
0,0,4,3,0.15028,0.11699200000000001,0.5,441,high,low,linear
0,0,1,2,0.037191999999999996,0.078944,0.2,442,high,low,linear
0,0,2,0,0.077696,0.0,0.35555555555555557,443,high,low,linear
0,1,1,5,0.037552,0.196608,0.4444444444444444,444,high,low,linear
0,0,5,6,0.183224,0.236608,0.4888888888888889,445,high,low,linear
0,0,1,4,0.039208,0.155904,0.32222222222222224,446,high,low,linear
0,0,1,4,0.037191999999999996,0.15820800000000002,0.26666666666666666,447,high,low,linear
0,0,2,3,0.073376,0.11696,0.43333333333333335,448,high,low,linear
0,0,2,6,0.072296,0.23628800000000003,0.4888888888888889,449,high,low,linear
1,0,2,2,0.077768,0.07855999999999999,0.6111111111111112,450,high,low,linear
0,0,0,4,0.0,0.15737600000000002,0.37777777777777777,451,high,low,linear
0,0,3,3,0.111072,0.118272,0.7111111111111111,452,high,low,linear
0,0,0,6,0.0,0.23504000000000003,0.28888888888888886,453,high,low,linear
0,1,2,5,0.07524800000000001,0.196096,0.34444444444444444,454,high,low,linear
0,0,1,2,0.036832,0.079232,0.6111111111111112,455,high,low,linear
0,0,2,5,0.073016,0.19606400000000002,0.5222222222222223,456,high,low,linear
0,0,4,3,0.151,0.11676800000000001,0.7,457,high,low,linear
0,0,2,0,0.0746,0.0,0.5444444444444444,458,high,low,linear
0,0,6,0,0.22941599999999998,0.0,0.8,459,high,low,linear
0,0,6,2,0.226608,0.07891200000000001,0.5555555555555556,460,high,low,linear
0,0,2,1,0.078776,0.039136,0.6111111111111112,461,high,low,linear
0,0,3,2,0.11532,0.07769599999999999,0.5777777777777777,462,high,low,linear
0,0,1,3,0.037335999999999994,0.11824,0.26666666666666666,463,high,low,linear
0,0,3,0,0.110784,0.0,0.7555555555555555,464,high,low,linear
1,0,7,1,0.26452,0.039584,0.6777777777777778,465,high,low,linear
0,0,0,3,0.0,0.116224,0.6555555555555556,466,high,low,linear
1,0,4,4,0.150496,0.15884800000000002,0.5222222222222223,467,high,low,linear
0,0,6,3,0.22675199999999998,0.11779199999999998,0.7,468,high,low,linear
1,0,3,6,0.114744,0.235968,0.35555555555555557,469,high,low,linear
0,0,3,5,0.11380799999999999,0.195392,0.35555555555555557,470,high,low,linear
0,0,1,5,0.039712000000000004,0.19504,0.6,471,high,low,linear
0,0,2,3,0.07524800000000001,0.1176,0.5111111111111111,472,high,low,linear
0,1,0,4,0.0,0.157088,0.5888888888888889,473,high,low,linear
0,0,1,6,0.039496,0.23539200000000002,0.32222222222222224,474,high,low,linear
0,0,5,1,0.18646399999999996,0.03904,0.4888888888888889,475,high,low,linear
0,0,5,1,0.192008,0.038624,0.3888888888888889,476,high,low,linear
0,0,0,2,0.0,0.07868800000000001,0.1,477,high,low,linear
0,0,3,6,0.1164,0.23478400000000002,0.37777777777777777,478,high,low,linear
0,0,1,1,0.03892,0.038688,0.5333333333333333,479,high,low,linear
1,0,3,1,0.11049600000000001,0.039616,0.5444444444444444,480,high,low,linear
0,0,2,3,0.073376,0.119232,0.6111111111111112,481,high,low,linear
0,0,5,3,0.183512,0.11689599999999999,0.5777777777777777,482,high,low,linear
0,0,3,5,0.11251199999999999,0.195424,0.43333333333333335,483,high,low,linear
0,0,3,5,0.115536,0.197696,0.4222222222222222,484,high,low,linear
0,0,0,1,0.0,0.0392,0.5222222222222223,485,high,low,linear
1,0,4,3,0.14984799999999998,0.116992,0.4111111111111111,486,high,low,linear
0,0,2,4,0.07503199999999999,0.156,0.2222222222222222,487,high,low,linear
0,0,3,4,0.109488,0.157408,0.5222222222222223,488,high,low,linear
0,0,2,3,0.07395199999999999,0.117952,0.7,489,high,low,linear
0,0,2,3,0.074168,0.118272,0.6333333333333333,490,high,low,linear
0,0,7,4,0.258616,0.15657600000000002,0.6,491,high,low,linear
0,0,4,2,0.143368,0.07894400000000001,0.5777777777777777,492,high,low,linear
0,0,3,0,0.111648,0.0,0.6444444444444445,493,high,low,linear
0,0,0,5,0.0,0.19491199999999997,0.13333333333333333,494,high,low,linear
0,0,3,1,0.11495999999999999,0.039743999999999995,0.7555555555555555,495,high,low,linear
0,0,5,4,0.184232,0.157472,0.45555555555555555,496,high,low,linear
0,0,3,4,0.11316,0.15632,0.37777777777777777,497,high,low,linear
0,0,3,5,0.114744,0.19484799999999997,0.5888888888888889,498,high,low,linear
0,0,2,3,0.075824,0.11632,0.3888888888888889,499,high,low,linear
